Object,Sequence,flvl_prob_0,flvl_prob_1,flvl_prob_2
10,0030,0.0005920002004131675,0.18550258874893188,0.8139052987098694
10,0031,0.0033499542623758316,0.9645096063613892,0.03214050829410553
10,0032,0.0005549744819290936,0.11279916763305664,0.8866458535194397
10,0033,0.0008578113047406077,0.12559911608695984,0.8735429644584656
10,0034,0.0005519150872714818,0.17942288517951965,0.8200252056121826
10,0035,0.01863587647676468,0.972851574420929,0.008512627333402634
10,0036,0.0005774642922915518,0.11395269632339478,0.8854697942733765
10,0037,0.0005736013990826905,0.14674219489097595,0.8526841998100281
10,0038,0.0018362236442044377,0.9347733855247498,0.0633903294801712
10,0039,0.0005279880133457482,0.12067605555057526,0.8787959218025208
10,0040,0.0009325990104116499,0.21720615029335022,0.7818612456321716
10,0041,0.0006637902115471661,0.05811840295791626,0.941217839717865
10,0042,0.0005709952674806118,0.07185818254947662,0.9275708198547363
10,0043,0.003197083482518792,0.9654633402824402,0.031339582055807114
10,0044,0.0006336595979519188,0.20149081945419312,0.7978755235671997
10,0045,0.0006687386194244027,0.10709832608699799,0.8922328948974609
10,0046,0.008701288141310215,0.9804267883300781,0.010871912352740765
10,0047,0.0006781021365895867,0.16409142315387726,0.8352305293083191
10,0048,0.0007792243268340826,0.37220993638038635,0.6270108819007874
10,0049,0.000763826014008373,0.3693343997001648,0.6299017667770386
10,0050,0.0006829595658928156,0.232687309384346,0.766629695892334
10,0051,0.001876204158179462,0.9357665181159973,0.06235729157924652
10,0052,0.0012372200144454837,0.809220016002655,0.1895427703857422
10,0053,0.0007538648205809295,0.1007489487528801,0.8984972238540649
10,0054,0.0008872022735886276,0.45458540320396423,0.5445274114608765
10,0055,0.001326313242316246,0.844038724899292,0.1546349823474884
10,0056,0.004999401513487101,0.9780599474906921,0.016940642148256302
10,0057,0.00066439836518839,0.09778740257024765,0.9015482664108276
10,0058,0.0006304179551079869,0.17548850178718567,0.8238810896873474
10,0059,0.9957821369171143,0.0034500500187277794,0.0007677914691157639
10,0060,0.9923417568206787,0.006535095628350973,0.0011232545366510749
10,0061,0.9960513710975647,0.0031549923587590456,0.000793666229583323
10,0062,0.0014481274411082268,0.8983644247055054,0.10018746554851532
10,0063,0.9937859773635864,0.005285650957375765,0.000928362540435046
10,0064,0.0004239434201736003,0.1177201047539711,0.8818559646606445
10,0065,0.0005019378731958568,0.048433683812618256,0.95106440782547
10,0066,0.004663584288209677,0.9766635298728943,0.018672898411750793
10,0067,0.9965254664421082,0.002728352788835764,0.0007461690693162382
10,0068,0.9966885447502136,0.002590715419501066,0.0007207445451058447
10,0069,0.0008075127261690795,0.41822612285614014,0.5809663534164429
10,0070,0.0026153253857046366,0.958221435546875,0.03916320577263832
10,0071,0.0017140391282737255,0.9341577887535095,0.06412815302610397
10,0072,0.0005411817110143602,0.20773957669734955,0.7917193174362183
10,0073,0.0014538695104420185,0.9094158411026001,0.08913035690784454
10,0074,0.006194490939378738,0.9809305667877197,0.012874930165708065
10,0075,0.9964568018913269,0.0027820474933832884,0.0007612261106260121
10,0076,0.009841498918831348,0.9780868887901306,0.012071628123521805
10,0077,0.001476755365729332,0.9165445566177368,0.0819787010550499
10,0078,0.00043965151417069137,0.12129972875118256,0.878260612487793
10,0079,0.0006029743817634881,0.03456214815378189,0.964834988117218
10,0080,0.00041219015838578343,0.0775182843208313,0.9220695495605469
10,0081,0.9894111752510071,0.009301760233938694,0.0012870794162154198
10,0082,0.00043684279080480337,0.09586651623249054,0.903696596622467
10,0083,0.0004445666854735464,0.12820549309253693,0.8713499307632446
11,0000,0.00047056557377800345,0.14051242172718048,0.859017014503479
11,0001,0.0004674993979278952,0.153625026345253,0.84590744972229
11,0002,0.0004429594555404037,0.11930885165929794,0.8802482485771179
11,0003,0.0004104173567611724,0.09925816208124161,0.9003314971923828
11,0004,0.00045908780884929,0.12367136031389236,0.8758695125579834
11,0005,0.0007161496905609965,0.3376774191856384,0.6616064310073853
11,0006,0.9971247315406799,0.002216939115896821,0.000658319448120892
11,0007,0.00043046410428360105,0.09369248151779175,0.9058770537376404
11,0008,0.017714155837893486,0.9732353091239929,0.009050586260855198
11,0009,0.003256408032029867,0.9660581946372986,0.030685441568493843
11,0010,0.001498361467383802,0.9169723391532898,0.08152924478054047
11,0011,0.0014871638268232346,0.9099407196044922,0.08857209235429764
11,0012,0.9968996047973633,0.0024010194465517998,0.0006993841961957514
11,0013,0.0015366411535069346,0.9225679636001587,0.07589533179998398
11,0014,0.00045632640831172466,0.13148272037506104,0.8680610060691833
11,0015,0.004663510248064995,0.9767296314239502,0.018606938421726227
11,0016,0.0004385025822557509,0.12159228324890137,0.8779692649841309
11,0017,0.0004398753517307341,0.1287226676940918,0.8708375096321106
11,0018,0.9966650605201721,0.002633331809192896,0.0007015554583631456
11,0019,0.9969134330749512,0.0023886114358901978,0.0006979087484069169
11,0020,0.0011750940466299653,0.7769138813018799,0.22191104292869568
11,0021,0.0004111514426767826,0.10128559172153473,0.8983033299446106
11,0022,0.001226094551384449,0.8213069438934326,0.1774669736623764
11,0023,0.003724960144609213,0.9697218537330627,0.02655317634344101
11,0024,0.0011384504614397883,0.7410141825675964,0.2578474283218384
11,0025,0.002255127066746354,0.9557132720947266,0.04203154519200325
11,0026,0.0012772476766258478,0.8698340058326721,0.12888877093791962
11,0027,0.0005301713827066123,0.12103431671857834,0.8784354329109192
11,0028,0.0013391703832894564,0.8902934193611145,0.10836739838123322
11,0029,0.0004243097791913897,0.084744393825531,0.9148313403129578
11,0030,0.0009888270869851112,0.5938776731491089,0.4051334857940674
11,0031,0.0004834268765989691,0.1290072798728943,0.8705092072486877
11,0032,0.00043381110299378633,0.12399373203516006,0.8755725026130676
11,0033,0.9964665174484253,0.0028045845683664083,0.000728893035557121
11,0034,0.013143865391612053,0.9776089191436768,0.009247167967259884
11,0035,0.0004598176456056535,0.06906847655773163,0.9304717779159546
11,0036,0.9968517422676086,0.002458088332787156,0.0006902161403559148
11,0037,0.0004220237024128437,0.10763290524482727,0.8919450640678406
11,0038,0.007789344526827335,0.9800851941108704,0.012125413864850998
11,0039,0.001197954174131155,0.7955089211463928,0.20329317450523376
11,0040,0.9968685507774353,0.002418911550194025,0.0007125238189473748
11,0041,0.9969407320022583,0.002359337406232953,0.0006999578326940536
11,0042,0.9966656565666199,0.002593491692095995,0.0007408478995785117
11,0043,0.0004085807304363698,0.09509030729532242,0.90450119972229
11,0044,0.00048548102495260537,0.1232239380478859,0.8762906789779663
11,0045,0.9961391091346741,0.0030638326425105333,0.0007970232982188463
11,0046,0.0005278475000523031,0.1974116712808609,0.8020604252815247
11,0047,0.0012940221931785345,0.8768904805183411,0.12181548029184341
11,0048,0.0009366688318550587,0.5368096232414246,0.46225371956825256
11,0049,0.001091467565856874,0.6967771649360657,0.30213141441345215
11,0050,0.0005074167856946588,0.13675272464752197,0.8627398610115051
11,0051,0.016510967165231705,0.9750524163246155,0.008436640724539757
11,0052,0.00046152356662787497,0.1296992301940918,0.8698392510414124
11,0053,0.0005178439896553755,0.18602457642555237,0.8134575486183167
11,0054,0.0004895811434835196,0.14842844009399414,0.851081907749176
11,0055,0.0011722006602212787,0.791044294834137,0.207783505320549
11,0056,0.0005192777025513351,0.18255378305912018,0.8169269561767578
11,0057,0.0012599737383425236,0.8414036631584167,0.15733636915683746
11,0058,0.0006714052869938314,0.3026708960533142,0.696657657623291
11,0059,0.9969285130500793,0.0023698655422776937,0.0007016438758000731
11,0060,0.9963698387145996,0.002932877279818058,0.0006973326671868563
11,0061,0.0066788108088076115,0.9801257252693176,0.013195411302149296
11,0062,0.0005626589991152287,0.21557873487472534,0.7838587164878845
11,0063,0.0006513945991173387,0.284393310546875,0.7149553298950195
11,0064,0.0004423221107572317,0.10011640191078186,0.8994413018226624
11,0065,0.9961699843406677,0.0030858933459967375,0.0007440464105457067
11,0066,0.00043680518865585327,0.09563369303941727,0.9039294123649597
11,0067,0.0005178815335966647,0.19078890979290009,0.8086932301521301
11,0068,0.0008562562288716435,0.45711952447891235,0.5420241951942444
11,0069,0.0013074373127892613,0.8646963834762573,0.1339961439371109
11,0070,0.0018499518046155572,0.9388964772224426,0.05925358831882477
11,0071,0.0007981634698808193,0.4002147912979126,0.5989870429039001
11,0072,0.0012028428027406335,0.8091343641281128,0.18966279923915863
11,0073,0.0014099981635808945,0.8970091342926025,0.10158088058233261
11,0074,0.001287137041799724,0.8464242219924927,0.15228867530822754
11,0075,0.0005744412774220109,0.22784805297851562,0.7715775370597839
11,0076,0.015687355771660805,0.9756947755813599,0.00861783605068922
11,0077,0.0007930272840894759,0.40998610854148865,0.5892208814620972
11,0078,0.0005278423195704818,0.18217505514621735,0.8172970414161682
11,0079,0.0010417954763397574,0.6425138115882874,0.3564443588256836
11,0080,0.00046692107571288943,0.1027265265583992,0.896806538105011
11,0081,0.0006250225706025958,0.03683607652783394,0.9625388383865356
11,0082,0.000498187611810863,0.16587571799755096,0.8336261510848999
11,0083,0.0005396908381953835,0.2007436454296112,0.79871666431427
12,0000,0.18755093216896057,0.8049899339675903,0.007459145970642567
12,0001,0.03467120602726936,0.9567902684211731,0.00853851530700922
12,0002,0.041852086782455444,0.9493179321289062,0.008829964324831963
12,0003,0.1421356201171875,0.8494199514389038,0.0084444684907794
12,0004,0.9938969016075134,0.005157535430043936,0.0009455764666199684
12,0005,0.9965097308158875,0.0027468684129416943,0.0007433645660057664
12,0006,0.11112111061811447,0.8806049823760986,0.008273937739431858
12,0007,0.6501858234405518,0.3434578776359558,0.006356274709105492
12,0008,0.9963850975036621,0.0028495118021965027,0.0007653546053916216
12,0009,0.6318536996841431,0.3620273768901825,0.0061189401894807816
12,0010,0.5462538003921509,0.44692543148994446,0.006820707116276026
12,0011,0.13926279544830322,0.8526296615600586,0.008107561618089676
12,0012,0.9956514239311218,0.0035439645871520042,0.0008045932045206428
12,0013,0.39764347672462463,0.5947287082672119,0.007627853192389011
12,0014,0.10245253145694733,0.8899675607681274,0.007579931523650885
12,0015,0.05862698331475258,0.9325329065322876,0.008840098045766354
12,0016,0.3585141897201538,0.6342092752456665,0.0072765653021633625
12,0017,0.06349699944257736,0.928886353969574,0.007616633549332619
12,0018,0.6891794204711914,0.30466774106025696,0.00615287758409977
12,0019,0.008463817648589611,0.978502631187439,0.01303358655422926
12,0020,0.02197645604610443,0.9693190455436707,0.008704544976353645
12,0021,0.3401072025299072,0.6521720290184021,0.007720748893916607
12,0022,0.31170448660850525,0.67987459897995,0.008420925587415695
12,0023,0.16634073853492737,0.8268001079559326,0.006859190296381712
12,0024,0.2395019829273224,0.601666271686554,0.15883179008960724
12,0025,0.37801194190979004,0.5442476868629456,0.0777403935790062
12,0026,0.07377205044031143,0.5607938766479492,0.3654341399669647
12,0027,0.1844932585954666,0.709055483341217,0.10645124316215515
12,0028,0.179477259516716,0.6344989538192749,0.1860237568616867
12,0029,0.11174064874649048,0.6767849326133728,0.21147437393665314
12,0030,0.10957849770784378,0.5479787588119507,0.34244269132614136
12,0031,0.18476007878780365,0.7130885720252991,0.10215135663747787
12,0032,0.1360560953617096,0.6607242822647095,0.20321965217590332
12,0033,0.09487377107143402,0.7764572501182556,0.12866896390914917
12,0034,0.04989684000611305,0.5754544734954834,0.37464869022369385
12,0035,0.1736438274383545,0.7155439257621765,0.11081216484308243
12,0036,0.0836823582649231,0.7826330661773682,0.13368454575538635
12,0037,0.37210026383399963,0.5496813654899597,0.07821834087371826
12,0038,0.08019137382507324,0.559441089630127,0.36036747694015503
12,0039,0.12238842248916626,0.7561608552932739,0.12145071476697922
12,0040,0.08308736234903336,0.7808680534362793,0.13604462146759033
12,0041,0.15846514701843262,0.6495576500892639,0.19197724759578705
12,0042,0.08326443284749985,0.7867148518562317,0.13002081215381622
12,0043,0.18677864968776703,0.6255176663398743,0.18770365417003632
12,0044,0.05850997939705849,0.6925471425056458,0.24894286692142487
12,0045,0.06348703056573868,0.4914814829826355,0.44503143429756165
12,0046,0.10469827800989151,0.6769746541976929,0.21832707524299622
12,0047,0.16301967203617096,0.631394624710083,0.20558571815490723
12,0048,0.06506440788507462,0.5189381241798401,0.4159974753856659
12,0049,0.10134433954954147,0.532616376876831,0.3660392761230469
12,0050,0.10062017291784286,0.7647364139556885,0.1346433460712433
12,0051,0.0592651329934597,0.684649646282196,0.25608527660369873
12,0052,0.09468954056501389,0.7816318273544312,0.12367863208055496
12,0053,0.17850273847579956,0.5465073585510254,0.27498993277549744
12,0054,0.19384847581386566,0.6305073499679565,0.1756441742181778
12,0055,0.09704390168190002,0.6828686594963074,0.22008740901947021
12,0056,0.44312337040901184,0.487667977809906,0.06920862942934036
12,0057,0.14322860538959503,0.7431676387786865,0.11360372602939606
12,0058,0.07317692786455154,0.7897458076477051,0.13707728683948517
12,0059,0.06146574020385742,0.5670364499092102,0.37149778008461
